epoch,train_loss,valid_loss
1,0.06577181124261447,0.9965486526489258
2,0.1892937421798706,0.9734206050634384
3,0.02212256778563772,0.9053465873003006
4,0.015591895473854882,0.4701152816414833
5,0.03917793929576874,0.018417970277369022
6,0.061977531228746684,0.04782337695360184
7,0.007779795144285474,0.05317501164972782
8,0.006199538707733154,0.08721768297255039
9,0.008507672165121351,0.06979227811098099
10,0.03574975047792707,0.07963255699723959
11,0.016848132014274597,0.025450889952480793
12,0.009346306324005127,0.05801542289555073
13,0.018354397799287523,0.011288218200206757
14,0.009529680013656616,0.033126045018434525
15,0.01224652145590101,0.04112537670880556
16,0.008168269480977739,0.16227304935455322
17,0.010545034493718828,0.0992621248587966
18,0.0,0.0814904272556305
19,0.009575927896159036,0.016232486814260483
20,0.007942579686641693,0.03275140933692455
21,0.004573889076709747,0.01775392424315214
22,0.08354416915348598,0.04078013636171818
23,0.0030047116535050528,0.022756867110729218
