epoch,train_loss,valid_loss
1,0.18371805867978505,0.9949229955673218
2,0.058890807043228834,0.9516303986310959
3,0.059340602585247586,0.826087549328804
4,0.01663346854703767,0.348775252699852
5,0.01968253936086382,0.028114001266658306
6,0.04777101959500994,0.02051866427063942
7,0.030084227877003804,0.04407723620533943
8,0.037608149860586436,0.02988724410533905
9,0.019168279000691006,0.07501425873488188
10,0.049266813056809564,0.039497531950473785
11,0.030695595911570957,0.011658923700451851
12,0.02518717252782413,0.014784797094762325
13,0.0164054882313524,0.00282907672226429
14,0.017151755413838794,0.014061433263123035
15,0.011114477046898432,0.024430732242763042
16,0.02584968933037349,0.0920315757393837
17,0.020601637661457062,0.028884251601994038
18,0.006378058876310076,0.008059859275817871
19,0.01956241045679365,0.016683027148246765
20,0.01626665996653693,0.019064905121922493
21,0.010133422378982817,0.03151729144155979
22,0.007922862789460592,0.018585233949124813
23,0.0008113064936229161,0.04875451326370239
