epoch,train_loss,valid_loss
1,0.2598614054066794,0.995132714509964
2,0.11064470027174268,0.9548610001802444
3,0.12332023254462651,0.903906911611557
4,0.10487708183271545,0.5329155251383781
5,0.032158238015004566,0.16776176542043686
6,0.06139181341443743,0.04800066817551851
7,0.026281175868851796,0.20331646967679262
8,0.013162004096167428,0.08647251967340708
9,0.0431083972964968,0.018203968182206154
10,0.027757840231060982,0.019026021473109722
11,0.0359069790158953,0.047557661309838295
12,0.015516595116683416,0.024621895980089903
13,0.05174187357936587,0.045620765537023544
14,0.012677188430513655,0.002314019948244095
15,0.021571012479918345,0.01665350701659918
16,0.009088770619460515,0.1580639947205782
17,0.024861993534224375,0.05800752528011799
18,0.006898552179336548,0.024688531644642353
19,0.02465372532606125,0.016635339707136154
20,0.03249750179903848,0.010548042133450508
21,0.017498587923390523,0.022318314760923386
22,0.011901872332340904,0.02385651506483555
23,0.05149318064962115,0.00943680852651596
24,0.015533124761922019,0.012002785690128803
