epoch,train_loss,valid_loss
1,0.6386873253754207,0.08699720166623592
2,0.2597067297569343,0.1235327385365963
3,0.207414516380855,0.22251710295677185
4,0.18132366506116732,0.09154226584360003
5,0.16216008963861636,0.025801220908761024
6,0.19940233762775147,0.18458617758005857
7,0.13800391874143056,0.12859982624650002
8,0.16535122426492826,0.07703315652906895
9,0.1237891795379775,0.12524810060858727
10,0.179350346326828,0.0557919479906559
11,0.08981260125126157,0.0877047423273325
12,0.0565046210374151,0.05616033170372248
13,0.19048102466123445,0.012589414604008198
14,0.048765539058617184,0.05587418470531702
15,0.07044078250016485,0.12720844522118568
16,0.2502479356314455,0.049698442220687866
17,0.05673481736864362,0.013118205592036247
18,0.07443868847829956,0.050267139449715614
19,0.12280669914824623,0.06015340890735388
20,0.07184919927801404,0.015272974036633968
21,0.08199592839394297,0.003444841131567955
22,0.08664024834121976,0.02926667220890522
23,0.028829758188554218,0.032061897218227386
24,0.04103441110679081,0.06014985777437687
25,0.04066451000315802,0.026470797136425972
26,0.02905983743923051,0.035932982340455055
27,0.043764998338052204,0.026313066482543945
28,0.05396362500531333,0.01428251713514328
29,0.01494098880461284,0.05733856372535229
30,0.025480564151491438,0.038867147639393806
