epoch,train_loss,valid_loss
1,0.07237794021001229,0.25504051574638914
2,0.05838872649921821,0.05296162303004946
3,0.02871463605417655,0.0006380549498966762
4,0.05119909002230717,0.04017258648361478
5,0.015288232861516567,0.027630217373371124
6,0.02071903531367962,0.028504997491836548
7,0.018393084693413515,0.02207488034452711
8,0.018718548119068146,0.048508599932704656
9,0.020627268231832065,0.006742383752550397
10,0.0012338264630391048,0.060469268688133786
11,0.002493047943482032,0.06014123239687511
12,0.009097317663522867,0.024280767355646406
13,0.012668976416954627,0.05812067538499832
