epoch,train_loss,valid_loss
1,0.16622533170240267,0.9948731362819672
2,0.10085766017436981,0.9525362998247147
3,0.017053197537149702,0.814375638961792
4,0.04767344359840665,0.22036153078079224
5,0.05491038624729429,0.1391702638939023
6,0.05002589736665998,0.1144042331725359
7,0.043797863381249566,0.07113894913345575
8,0.07432439710412707,0.10261961445212364
9,0.019468470343521664,0.21708780154585838
10,0.040671215525695255,0.031142289750277996
11,0.017518005200794766,0.045768978074193
12,0.033562664474759786,0.023491361178457737
13,0.0502385071345738,0.0022973502054810524
14,0.013789995440414973,0.08197008073329926
15,0.05915649448122297,0.03650058899074793
16,0.012237015579427992,0.0
17,0.03780715859362057,0.2019441593438387
18,0.03185000057731356,0.0384945934638381
19,0.008283771042312895,0.18568588141351938
20,0.007862780775342668,0.04325084947049618
21,0.026128322950431278,0.014072713442146778
22,0.005080347614628928,0.07028409233316779
23,0.029586315155029297,0.044825077056884766
24,0.025941230356693268,0.20336457155644894
25,0.013310115252222334,0.20400983281433582
26,0.0019751390708344324,0.04572323337197304
