epoch,train_loss,valid_loss
1,1.227035505431039,0.07867951225489378
2,0.7496355878455299,0.10849111713469028
3,0.33835537625210627,0.09189546667039394
4,0.20104170058454787,0.17631656304001808
5,0.14606559170143946,0.2705933749675751
6,0.15684579099927629,0.1090488638728857
7,0.13867278876049177,0.03945914842188358
8,0.08896195888519287,0.04988995008170605
9,0.1158417569739478,0.04280565306544304
10,0.026666838143553053,0.08433053083717823
11,0.09008296472685677,0.03237096592783928
12,0.06482009323579925,0.027734638191759586
13,0.05857060956103461,0.014651822857558727
14,0.08810863164918763,0.031060016714036465
15,0.05565493021692548,0.061187406070530415
16,0.04363576003483364,0.053859380073845387
17,0.019768008163997104,0.11581921111792326
18,0.046957562544516156,0.12906178086996078
19,0.15764152258634567,0.026299137622117996
20,0.04161356495959418,0.06830933690071106
21,0.05986275364245687,0.018174619413912296
22,0.06540420332125255,0.022262347862124443
23,0.029039773557867323,0.01405993290245533
24,0.017700697162321637,0.01515480037778616
25,0.01799525852714266,0.016928517259657383
26,0.1040336840919086,0.03903648816049099
27,0.0850673211472375,0.012788945809006691
28,0.06551530850785119,0.023502192460000515
29,0.02285411741052355,0.09114062041044235
30,0.03712922494326319,0.03985370881855488
