epoch,train_loss,valid_loss
1,0.09191067287555107,0.2269418127834797
2,0.021671499197299663,0.068870376263346
3,0.06266050881598718,0.04007613978215626
4,0.026847105473279953,0.02181149274110794
5,0.026102501039321605,0.03129947717700686
6,0.06669149375878848,0.06077195491109576
7,0.0350747681581057,0.07632696735007423
8,0.01658076621018923,0.01789050762142454
9,0.020299602013367873,0.017630974096911296
10,0.02748053692854368,0.0778954273888043
11,0.01772002073434683,0.07044082773583275
12,0.03233657748653339,0.025133690663746426
13,0.011113767440502461,0.02489911445549556
14,0.016610155885036174,0.018665850162506104
15,0.012437470830403842,0.02332517398255212
16,0.00915442407131195,0.019734715776784078
17,0.003056953732783978,0.02103650782789503
18,0.009543592540117411,0.012382642499038152
19,0.01581606096946276,0.01711168565920421
20,0.00115891144825862,0.004559465817042759
21,0.001329244329379155,0.03541677604828562
22,0.0031277875487621012,0.023838226284299577
23,0.0016244861942071181,0.029689214059284756
24,0.002200005719294915,0.01585558908326285
25,0.005942988854188185,0.020813371453966414
26,0.010518950338547047,0.0
27,0.0034084921846022974,0.037812010518142154
28,0.002655498683452606,0.010100822363580977
29,0.006102165350547204,0.0100266199026789
30,0.0,0.0
