epoch,train_loss,valid_loss
1,0.1813855373433658,0.9941691160202026
2,0.10909573627369744,0.9376990646123886
3,0.05125639906951359,0.7514776587486267
4,0.05662481486797333,0.18928831443190575
5,0.04958260591541018,0.024156292900443077
6,0.001199368919645037,0.06202638894319534
7,0.07717825898102351,0.008493274450302124
8,0.038590321583407264,0.06044269911944866
9,0.25978379590170725,0.07353417575359344
10,0.13909403926559857,0.04283301904797554
11,0.0304411096232278,0.01863762177526951
12,0.021066931741578237,0.04620091151446104
13,0.05237696213381631,0.02623923122882843
14,0.023691360439573015,0.0026381686329841614
15,0.013263704521315438,0.01583785004913807
16,0.003851814993790218,0.01073458045721054
17,0.3417320932660784,0.019321100786328316
18,0.009726116699831826,0.015776362270116806
19,0.0,0.055023398250341415
20,0.052334338426589966,0.013666567392647266
21,0.016943656972476413,0.023794392123818398
22,0.08106284056391035,0.02953152544796467
23,0.006950761590685163,0.030950517393648624
24,0.0,0.10165671817958355
