epoch,train_loss,valid_loss
1,2.244767052786691,2.3172161877155304
2,1.9348384993416923,2.0487935543060303
3,1.8181148086275374,1.7462009191513062
4,1.7951152154377528,1.7098803520202637
5,1.7201550347464425,1.664984554052353
6,1.7119301898138863,1.6261408627033234
7,1.6172363758087158,1.6759330332279205
8,1.60152690751212,1.5517953932285309
9,1.580505405153547,1.5151102244853973
10,1.487938676561628,1.4908599853515625
11,1.4268535205296107,1.4728964269161224
12,1.444832342011588,1.440527856349945
13,1.3864821706499373,1.4914245307445526
14,1.4126537016459875,1.33047354221344
15,1.3670305354254586,1.531996488571167
16,1.3820013318743025,1.352068156003952
17,1.336059468133109,1.3125674426555634
18,1.3590822390147619,1.4597381055355072
19,1.3124020780835832,1.3628770262002945
20,1.3005194664001465,1.3782852292060852
21,1.345014555113656,1.315124124288559
22,1.3078894785472326,1.3698474168777466
23,1.2806356634412492,1.2901938557624817
24,1.2754332167761666,1.3262174725532532
25,1.2845994234085083,1.2634868919849396
26,1.2704709257398332,1.3439437448978424
27,1.2634448834827967,1.300821989774704
28,1.2591277190617152,1.3644277155399323
29,1.2887226513453893,1.379259467124939
30,1.2354504891804285,1.3659969866275787
