type,w_stgcn,w_ctrgcn,w_pc3d,tau_server,recall,precision,accuracy,f1,fp,fn,p_low,p_high,edge_discard_ratio,edge_alert_ratio,escalation_ratio
server_ensemble_weight_sweep,0.6,0.2,0.2,0.58,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.585,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.59,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.595,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.6,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.605,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.61,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.615,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.62,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.625,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.63,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.635,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.64,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.645,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.65,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.655,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.66,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.665,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.67,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.675,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.68,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.685,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.69,96.97,96.97,97.4,0.9697,1,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.695,96.97,96.97,97.4,0.9697,1,1,,,,,
server_ensemble_weight_sweep,0.6,0.2,0.2,0.7,96.97,96.97,97.4,0.9697,1,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.35,100.0,91.67,96.1,0.9565,3,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.355,100.0,91.67,96.1,0.9565,3,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.36,100.0,91.67,96.1,0.9565,3,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.365,100.0,91.67,96.1,0.9565,3,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.37,100.0,91.67,96.1,0.9565,3,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.375,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.38,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.385,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.39,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.395,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.4,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.405,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.41,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.415,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.42,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.425,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.43,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.435,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.44,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.445,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.45,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.455,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.46,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.465,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.47,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.475,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.48,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.485,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.49,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.495,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.5,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.505,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.51,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.515,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.52,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.525,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.53,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.535,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.54,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.545,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.55,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.555,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.56,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.565,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.57,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.575,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.58,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.585,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.59,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.595,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.6,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.605,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.61,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.615,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.62,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.625,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.63,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.635,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.64,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.645,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.65,90.91,93.75,93.51,0.9231,2,3,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.655,87.88,96.67,93.51,0.9206,1,4,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.66,78.79,100.0,90.91,0.8814,0,7,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.665,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.67,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.675,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.68,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.685,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.69,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.695,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.33,0.33,0.34,0.7,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.35,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.355,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.36,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.365,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.37,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.375,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.38,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.385,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.39,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.395,100.0,84.62,92.21,0.9167,6,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.4,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.405,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.41,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.415,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.42,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.425,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.43,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.435,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.44,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.445,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.45,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.455,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.46,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.465,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.47,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.475,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.48,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.485,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.49,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.495,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.5,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.505,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.51,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.515,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.52,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.525,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.53,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.535,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.54,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.545,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.55,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.555,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.56,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.565,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.57,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.575,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.58,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.585,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.59,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.595,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.6,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.605,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.61,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.615,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.62,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.625,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.63,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.635,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.64,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.645,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.65,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.655,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.66,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.665,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.67,93.94,96.88,96.1,0.9538,1,2,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.675,93.94,96.88,96.1,0.9538,1,2,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.68,93.94,96.88,96.1,0.9538,1,2,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.685,93.94,96.88,96.1,0.9538,1,2,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.69,90.91,96.77,94.81,0.9375,1,3,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.695,87.88,100.0,94.81,0.9355,0,4,,,,,
server_ensemble_weight_sweep,0.4,0.3,0.3,0.7,78.79,100.0,90.91,0.8814,0,7,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.35,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.355,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.36,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.365,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.37,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.375,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.38,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.385,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.39,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.395,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.4,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.405,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.41,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.415,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.42,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.425,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.43,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.435,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.44,100.0,78.57,88.31,0.88,9,0,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.445,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.45,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.455,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.46,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.465,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.47,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.475,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.48,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.485,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.49,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.495,96.97,78.05,87.01,0.8649,9,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.5,96.97,82.05,89.61,0.8889,7,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.505,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.51,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.515,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.52,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.525,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.53,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.535,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.54,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.545,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.55,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.555,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.56,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.565,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.57,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.575,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.58,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.585,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.59,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.595,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.6,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.605,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.61,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.615,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.62,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.625,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.63,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.635,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.64,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.645,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.65,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.655,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.66,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.665,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.67,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.675,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.68,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.685,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.69,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.695,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.25,0.5,0.25,0.7,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.35,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.355,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.36,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.365,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.37,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.375,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.38,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.385,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.39,100.0,76.74,87.01,0.8684,10,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.395,100.0,76.74,87.01,0.8684,10,0,,,,,
