type,w_stgcn,w_ctrgcn,w_pc3d,tau_server,recall,precision,accuracy,f1,fp,fn,p_low,p_high,edge_discard_ratio,edge_alert_ratio,escalation_ratio
server_ensemble_weight_sweep,0.2,0.4,0.4,0.4,100.0,80.49,89.61,0.8919,8,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.405,100.0,91.67,96.1,0.9565,3,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.41,100.0,91.67,96.1,0.9565,3,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.415,100.0,91.67,96.1,0.9565,3,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.42,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.425,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.43,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.435,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.44,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.445,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.45,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.455,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.46,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.465,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.47,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.475,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.48,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.485,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.49,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.495,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.5,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.505,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.51,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.515,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.52,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.525,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.53,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.535,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.54,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.545,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.55,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.555,100.0,94.29,97.4,0.9706,2,0,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.56,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.565,96.97,94.12,96.1,0.9552,2,1,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.57,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.575,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.58,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.585,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.59,93.94,93.94,94.81,0.9394,2,2,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.595,90.91,93.75,93.51,0.9231,2,3,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.6,78.79,96.3,89.61,0.8667,1,7,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.605,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.61,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.615,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.62,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.625,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.63,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.635,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.64,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.645,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.65,75.76,96.15,88.31,0.8475,1,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.655,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.66,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.665,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.67,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.675,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.68,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.685,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.69,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.695,75.76,100.0,89.61,0.8621,0,8,,,,,
server_ensemble_weight_sweep,0.2,0.4,0.4,0.7,75.76,100.0,89.61,0.8621,0,8,,,,,
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.2,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.2,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.2,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.2,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.2,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.2,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.2,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.2,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.2,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.2,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.2,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.2,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.2,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.2,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.2,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.2,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.2,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.2,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.2,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.2,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.2,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.2,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.2,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.2,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.2,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.2,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.2,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.2,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.2,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.2,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.25,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.25,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.25,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.25,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.25,0.6,44.2,50.6,5.2
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.25,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.25,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.25,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.25,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.25,0.65,44.2,49.4,6.5
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.25,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.25,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.25,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.25,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.25,0.7,44.2,48.1,7.8
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.25,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.25,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.25,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.25,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.25,0.75,44.2,46.8,9.1
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.25,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.25,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.25,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.25,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.25,0.8,44.2,45.5,10.4
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.25,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.25,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.25,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.25,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.25,0.85,44.2,44.2,11.7
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.3,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.3,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.3,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.3,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.3,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.3,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.3,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.3,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.3,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.3,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.3,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.3,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.3,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.3,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.3,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.3,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.3,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.3,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.3,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.3,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.3,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.3,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.3,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.3,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.3,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.3,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.3,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.3,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.3,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.3,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.35,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.35,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.35,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.35,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.35,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.35,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.35,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.35,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.35,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.35,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.35,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.35,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.35,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.35,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.35,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.35,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.35,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.35,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.35,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.35,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.35,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.35,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.35,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.35,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.35,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.35,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.35,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.35,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.35,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.35,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.4,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.4,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.4,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.4,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.4,0.6,45.5,50.6,3.9
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.4,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.4,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.4,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.4,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.4,0.65,45.5,49.4,5.2
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.4,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.4,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.4,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.4,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.4,0.7,45.5,48.1,6.5
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.4,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.4,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.4,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.4,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.4,0.75,45.5,46.8,7.8
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.4,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.4,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.4,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.4,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.4,0.8,45.5,45.5,9.1
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.4,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.4,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.4,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.4,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.4,0.85,45.5,44.2,10.4
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.45,0.6,46.8,50.6,2.6
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.45,0.6,46.8,50.6,2.6
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.45,0.6,46.8,50.6,2.6
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.45,0.6,46.8,50.6,2.6
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.45,0.6,46.8,50.6,2.6
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.45,0.65,46.8,49.4,3.9
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.45,0.65,46.8,49.4,3.9
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.45,0.65,46.8,49.4,3.9
hierarchical_escalation_sweep,,,,0.52,100.0,84.62,92.21,0.9167,6,0,0.45,0.65,46.8,49.4,3.9
hierarchical_escalation_sweep,,,,0.55,100.0,84.62,92.21,0.9167,6,0,0.45,0.65,46.8,49.4,3.9
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.45,0.7,46.8,48.1,5.2
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.45,0.7,46.8,48.1,5.2
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.45,0.7,46.8,48.1,5.2
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.45,0.7,46.8,48.1,5.2
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.45,0.7,46.8,48.1,5.2
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.45,0.75,46.8,46.8,6.5
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.45,0.75,46.8,46.8,6.5
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.45,0.75,46.8,46.8,6.5
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.45,0.75,46.8,46.8,6.5
