epoch,train_loss,valid_loss
1,0.053932846165620364,0.7163113951683044
2,0.02754410241658871,0.026377762534788678
3,0.05294137963881859,0.06633812934160233
4,0.05438971404845898,0.09756629967263766
5,0.03168215602636337,0.09009678874697004
6,0.0557403197655311,0.052089691162109375
7,0.038478380212417014,0.023250359509672438
8,0.024135541672316883,0.04000714314835412
9,0.0378617518223249,0.017518324511391774
10,0.023063711535472136,0.016549947006361827
11,0.0011516305116506724,0.005828051694801876
12,0.01429501290504749,0.1664416268467903
13,0.04155879496381833,0.02307559975555965
14,0.03175538892929371,0.00999974352972848
15,0.013364744301025685,0.026701667479106357
16,0.008808401914743276,0.018967745559556142
17,0.012043214188172268,0.007789231836795807
18,0.019161320076538965,0.003534889646938869
19,0.0,0.0055011894021715435
20,0.0001352142829161424,0.042408843125615804
21,0.002601673396734091,0.007899633475712367
22,0.01560787340769401,0.02278940166745867
23,0.012753308965609623,0.013474694320133753
24,0.006902607014546027,0.015217247818197523
25,0.007629150954576639,0.03663613434348788
26,0.005596527686485877,0.018411587391580855
27,0.003146423743321345,0.0049871184996196204
28,0.006008662856542147,0.024346816752638136
