epoch,train_loss,valid_loss
1,0.09346520212980416,0.6527381113597325
2,0.04480672283814503,0.13049513953072683
3,0.0714144824215999,0.1246981184397425
4,0.035733396044144265,0.13848928468567984
5,0.05793530150101735,0.04170420553003039
6,0.015153480836978326,0.10064030012914113
7,0.022466095594259407,0.048548921942710876
8,0.02911111655143591,0.19141033398253576
9,0.029193559518227212,0.14035120925733022
10,0.0042750024451659275,0.17461315861770085
11,0.023607272368211012,0.04022068849631718
12,0.019652281816189106,0.03561478108167648
13,0.013522819257699527,0.17839183126177108
14,0.01724068820476532,0.14531004428863525
15,0.01343415562923138,0.0678282060793468
16,0.010112934674207982,0.022819827709879194
17,0.015698650135443762,0.060626981513840814
18,0.004253634753135534,0.04130997242672103
19,0.005681377190809984,0.052931406668254306
20,0.00496442959858821,0.04112438644681658
21,0.0006896148507411664,0.06304578270230975
22,0.0,0.06541685547147479
23,0.004775036986057575,0.08010528130190712
24,0.021075566227619465,0.04197538856949125
25,0.009989158465312077,0.07792932114430837
26,3.716693474696233e-06,0.01770098294530596
27,0.0,0.07020393439701625
28,0.004985307271663959,0.12163055475269045
29,0.004191492039423723,0.010309190622397832
30,0.008472542350108806,0.0859790135707174
