ensemble_type,w_tier5,w_tier3,threshold,f1_score,recall,precision,accuracy,fp,fn
Tier5_plus_Tier3,0.45,0.55,0.43,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.45,0.55,0.44,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.45,0.55,0.45,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.45,0.55,0.46,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.45,0.55,0.47,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.45,0.55,0.48,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.45,0.55,0.49,0.8696,90.91,83.33,88.31,6,3
Tier5_plus_Tier3,0.45,0.55,0.5,0.8955,90.91,88.24,90.91,4,3
Tier5_plus_Tier3,0.45,0.55,0.51,0.9231,90.91,93.75,93.51,2,3
Tier5_plus_Tier3,0.45,0.55,0.52,0.9062,87.88,93.55,92.21,2,4
Tier5_plus_Tier3,0.45,0.55,0.53,0.9062,87.88,93.55,92.21,2,4
Tier5_plus_Tier3,0.45,0.55,0.54,0.8889,84.85,93.33,90.91,2,5
Tier5_plus_Tier3,0.45,0.55,0.55,0.9,81.82,100.0,92.21,0,6
Tier5_plus_Tier3,0.45,0.55,0.56,0.9,81.82,100.0,92.21,0,6
Tier5_plus_Tier3,0.45,0.55,0.57,0.8814,78.79,100.0,90.91,0,7
Tier5_plus_Tier3,0.45,0.55,0.58,0.8814,78.79,100.0,90.91,0,7
Tier5_plus_Tier3,0.45,0.55,0.59,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.45,0.55,0.6,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.45,0.55,0.61,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.45,0.55,0.62,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.45,0.55,0.63,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.45,0.55,0.64,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.45,0.55,0.65,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.45,0.55,0.66,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.45,0.55,0.67,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.45,0.55,0.68,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.45,0.55,0.69,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.45,0.55,0.7,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.5,0.5,0.3,0.8493,93.94,77.5,85.71,9,2
Tier5_plus_Tier3,0.5,0.5,0.31,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.32,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.33,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.34,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.35,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.36,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.37,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.38,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.39,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.5,0.5,0.4,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.5,0.5,0.41,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.5,0.5,0.42,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.5,0.5,0.43,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.5,0.5,0.44,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.5,0.5,0.45,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.5,0.5,0.46,0.9091,90.91,90.91,92.21,3,3
Tier5_plus_Tier3,0.5,0.5,0.47,0.8923,87.88,90.62,90.91,3,4
Tier5_plus_Tier3,0.5,0.5,0.48,0.8923,87.88,90.62,90.91,3,4
Tier5_plus_Tier3,0.5,0.5,0.49,0.9062,87.88,93.55,92.21,2,4
Tier5_plus_Tier3,0.5,0.5,0.5,0.9,81.82,100.0,92.21,0,6
Tier5_plus_Tier3,0.5,0.5,0.51,0.9,81.82,100.0,92.21,0,6
Tier5_plus_Tier3,0.5,0.5,0.52,0.9,81.82,100.0,92.21,0,6
Tier5_plus_Tier3,0.5,0.5,0.53,0.8814,78.79,100.0,90.91,0,7
Tier5_plus_Tier3,0.5,0.5,0.54,0.8814,78.79,100.0,90.91,0,7
Tier5_plus_Tier3,0.5,0.5,0.55,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.56,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.57,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.58,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.59,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.6,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.61,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.62,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.63,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.5,0.5,0.64,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.5,0.5,0.65,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.5,0.5,0.66,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.5,0.5,0.67,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.5,0.5,0.68,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.5,0.5,0.69,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.5,0.5,0.7,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.55,0.45,0.3,0.8493,93.94,77.5,85.71,9,2
Tier5_plus_Tier3,0.55,0.45,0.31,0.8493,93.94,77.5,85.71,9,2
Tier5_plus_Tier3,0.55,0.45,0.32,0.8493,93.94,77.5,85.71,9,2
Tier5_plus_Tier3,0.55,0.45,0.33,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.55,0.45,0.34,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.55,0.45,0.35,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.55,0.45,0.36,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.55,0.45,0.37,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.55,0.45,0.38,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.55,0.45,0.39,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.55,0.45,0.4,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.55,0.45,0.41,0.8824,90.91,85.71,89.61,5,3
Tier5_plus_Tier3,0.55,0.45,0.42,0.9091,90.91,90.91,92.21,3,3
Tier5_plus_Tier3,0.55,0.45,0.43,0.8923,87.88,90.62,90.91,3,4
Tier5_plus_Tier3,0.55,0.45,0.44,0.8923,87.88,90.62,90.91,3,4
Tier5_plus_Tier3,0.55,0.45,0.45,0.9032,84.85,96.55,92.21,1,5
Tier5_plus_Tier3,0.55,0.45,0.46,0.9032,84.85,96.55,92.21,1,5
Tier5_plus_Tier3,0.55,0.45,0.47,0.8852,81.82,96.43,90.91,1,6
Tier5_plus_Tier3,0.55,0.45,0.48,0.8667,78.79,96.3,89.61,1,7
Tier5_plus_Tier3,0.55,0.45,0.49,0.8814,78.79,100.0,90.91,0,7
Tier5_plus_Tier3,0.55,0.45,0.5,0.8814,78.79,100.0,90.91,0,7
Tier5_plus_Tier3,0.55,0.45,0.51,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.52,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.53,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.54,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.55,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.56,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.57,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.58,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.59,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.6,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.61,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.62,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.55,0.45,0.63,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.55,0.45,0.64,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.55,0.45,0.65,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.55,0.45,0.66,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.55,0.45,0.67,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.55,0.45,0.68,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.55,0.45,0.69,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.55,0.45,0.7,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.6,0.4,0.3,0.8493,93.94,77.5,85.71,9,2
Tier5_plus_Tier3,0.6,0.4,0.31,0.8493,93.94,77.5,85.71,9,2
Tier5_plus_Tier3,0.6,0.4,0.32,0.8493,93.94,77.5,85.71,9,2
Tier5_plus_Tier3,0.6,0.4,0.33,0.8493,93.94,77.5,85.71,9,2
Tier5_plus_Tier3,0.6,0.4,0.34,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.6,0.4,0.35,0.8732,93.94,81.58,88.31,7,2
Tier5_plus_Tier3,0.6,0.4,0.36,0.8571,90.91,81.08,87.01,7,3
Tier5_plus_Tier3,0.6,0.4,0.37,0.9091,90.91,90.91,92.21,3,3
Tier5_plus_Tier3,0.6,0.4,0.38,0.9091,90.91,90.91,92.21,3,3
Tier5_plus_Tier3,0.6,0.4,0.39,0.8923,87.88,90.62,90.91,3,4
Tier5_plus_Tier3,0.6,0.4,0.4,0.9032,84.85,96.55,92.21,1,5
Tier5_plus_Tier3,0.6,0.4,0.41,0.9032,84.85,96.55,92.21,1,5
Tier5_plus_Tier3,0.6,0.4,0.42,0.9032,84.85,96.55,92.21,1,5
Tier5_plus_Tier3,0.6,0.4,0.43,0.8852,81.82,96.43,90.91,1,6
Tier5_plus_Tier3,0.6,0.4,0.44,0.8667,78.79,96.3,89.61,1,7
Tier5_plus_Tier3,0.6,0.4,0.45,0.8667,78.79,96.3,89.61,1,7
Tier5_plus_Tier3,0.6,0.4,0.46,0.8667,78.79,96.3,89.61,1,7
Tier5_plus_Tier3,0.6,0.4,0.47,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.6,0.4,0.48,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.6,0.4,0.49,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.5,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.51,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.52,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.53,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.54,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.55,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.56,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.57,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.58,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.59,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.6,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.61,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.6,0.4,0.62,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.6,0.4,0.63,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.6,0.4,0.64,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.6,0.4,0.65,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.6,0.4,0.66,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.6,0.4,0.67,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.6,0.4,0.68,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.6,0.4,0.69,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.6,0.4,0.7,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.65,0.35,0.3,0.8158,93.94,72.09,81.82,12,2
Tier5_plus_Tier3,0.65,0.35,0.31,0.8158,93.94,72.09,81.82,12,2
Tier5_plus_Tier3,0.65,0.35,0.32,0.8611,93.94,79.49,87.01,8,2
Tier5_plus_Tier3,0.65,0.35,0.33,0.8986,93.94,86.11,90.91,5,2
Tier5_plus_Tier3,0.65,0.35,0.34,0.8824,90.91,85.71,89.61,5,3
Tier5_plus_Tier3,0.65,0.35,0.35,0.875,84.85,90.32,89.61,3,5
Tier5_plus_Tier3,0.65,0.35,0.36,0.9032,84.85,96.55,92.21,1,5
Tier5_plus_Tier3,0.65,0.35,0.37,0.9032,84.85,96.55,92.21,1,5
Tier5_plus_Tier3,0.65,0.35,0.38,0.8852,81.82,96.43,90.91,1,6
Tier5_plus_Tier3,0.65,0.35,0.39,0.8852,81.82,96.43,90.91,1,6
Tier5_plus_Tier3,0.65,0.35,0.4,0.8667,78.79,96.3,89.61,1,7
Tier5_plus_Tier3,0.65,0.35,0.41,0.8667,78.79,96.3,89.61,1,7
Tier5_plus_Tier3,0.65,0.35,0.42,0.8667,78.79,96.3,89.61,1,7
Tier5_plus_Tier3,0.65,0.35,0.43,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.65,0.35,0.44,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.65,0.35,0.45,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.65,0.35,0.46,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.65,0.35,0.47,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.65,0.35,0.48,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.65,0.35,0.49,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.5,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.51,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.52,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.53,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.54,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.55,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.56,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.57,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.58,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.59,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.65,0.35,0.6,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.65,0.35,0.61,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.65,0.35,0.62,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.65,0.35,0.63,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.65,0.35,0.64,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.65,0.35,0.65,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.65,0.35,0.66,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.65,0.35,0.67,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.65,0.35,0.68,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.65,0.35,0.69,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.65,0.35,0.7,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.7,0.3,0.3,0.8696,90.91,83.33,88.31,6,3
Tier5_plus_Tier3,0.7,0.3,0.31,0.8529,87.88,82.86,87.01,6,4
Tier5_plus_Tier3,0.7,0.3,0.32,0.8358,84.85,82.35,85.71,6,5
Tier5_plus_Tier3,0.7,0.3,0.33,0.8182,81.82,81.82,84.42,6,6
Tier5_plus_Tier3,0.7,0.3,0.34,0.8182,81.82,81.82,84.42,6,6
Tier5_plus_Tier3,0.7,0.3,0.35,0.8571,81.82,90.0,88.31,3,6
Tier5_plus_Tier3,0.7,0.3,0.36,0.8571,81.82,90.0,88.31,3,6
Tier5_plus_Tier3,0.7,0.3,0.37,0.8387,78.79,89.66,87.01,3,7
Tier5_plus_Tier3,0.7,0.3,0.38,0.8667,78.79,96.3,89.61,1,7
Tier5_plus_Tier3,0.7,0.3,0.39,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.4,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.41,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.42,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.43,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.44,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.45,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.46,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.47,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.48,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.7,0.3,0.49,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.5,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.51,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.52,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.53,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.54,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.55,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.56,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.57,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.58,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.7,0.3,0.59,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.7,0.3,0.6,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.7,0.3,0.61,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.7,0.3,0.62,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.7,0.3,0.63,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.7,0.3,0.64,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.7,0.3,0.65,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.7,0.3,0.66,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.7,0.3,0.67,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.7,0.3,0.68,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.7,0.3,0.69,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.7,0.3,0.7,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.75,0.25,0.3,0.8182,81.82,81.82,84.42,6,6
Tier5_plus_Tier3,0.75,0.25,0.31,0.8182,81.82,81.82,84.42,6,6
Tier5_plus_Tier3,0.75,0.25,0.32,0.8182,81.82,81.82,84.42,6,6
Tier5_plus_Tier3,0.75,0.25,0.33,0.8,78.79,81.25,83.12,6,7
Tier5_plus_Tier3,0.75,0.25,0.34,0.8,78.79,81.25,83.12,6,7
Tier5_plus_Tier3,0.75,0.25,0.35,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.75,0.25,0.36,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.75,0.25,0.37,0.8197,75.76,89.29,85.71,3,8
Tier5_plus_Tier3,0.75,0.25,0.38,0.8197,75.76,89.29,85.71,3,8
Tier5_plus_Tier3,0.75,0.25,0.39,0.8197,75.76,89.29,85.71,3,8
Tier5_plus_Tier3,0.75,0.25,0.4,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.41,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.42,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.43,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.44,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.45,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.46,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.47,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.48,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.75,0.25,0.49,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.5,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.51,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.52,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.53,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.54,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.55,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.56,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.57,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.75,0.25,0.58,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.75,0.25,0.59,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.75,0.25,0.6,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.75,0.25,0.61,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.75,0.25,0.62,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.75,0.25,0.63,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.75,0.25,0.64,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.75,0.25,0.65,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.75,0.25,0.66,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.75,0.25,0.67,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.75,0.25,0.68,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.75,0.25,0.69,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.75,0.25,0.7,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.8,0.2,0.3,0.8,78.79,81.25,83.12,6,7
Tier5_plus_Tier3,0.8,0.2,0.31,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.8,0.2,0.32,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.8,0.2,0.33,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.8,0.2,0.34,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.8,0.2,0.35,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.8,0.2,0.36,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.8,0.2,0.37,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.8,0.2,0.38,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.8,0.2,0.39,0.7937,75.76,83.33,83.12,5,8
Tier5_plus_Tier3,0.8,0.2,0.4,0.8197,75.76,89.29,85.71,3,8
Tier5_plus_Tier3,0.8,0.2,0.41,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.8,0.2,0.42,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.8,0.2,0.43,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.8,0.2,0.44,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.8,0.2,0.45,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.8,0.2,0.46,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.8,0.2,0.47,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.8,0.2,0.48,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.8,0.2,0.49,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.8,0.2,0.5,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.8,0.2,0.51,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.8,0.2,0.52,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.8,0.2,0.53,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.8,0.2,0.54,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.8,0.2,0.55,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.8,0.2,0.56,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.8,0.2,0.57,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.8,0.2,0.58,0.8421,72.73,100.0,88.31,0,9
