ensemble_type,w_tier5,w_tier3,threshold,f1_score,recall,precision,accuracy,fp,fn
Tier5_plus_Tier3,0.8,0.2,0.59,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.8,0.2,0.6,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.8,0.2,0.61,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.8,0.2,0.62,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.8,0.2,0.63,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.8,0.2,0.64,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.8,0.2,0.65,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.8,0.2,0.66,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.8,0.2,0.67,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.8,0.2,0.68,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.8,0.2,0.69,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.8,0.2,0.7,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.85,0.15,0.3,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.31,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.32,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.33,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.34,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.35,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.36,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.37,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.38,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.39,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.4,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.41,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.85,0.15,0.42,0.8197,75.76,89.29,85.71,3,8
Tier5_plus_Tier3,0.85,0.15,0.43,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.85,0.15,0.44,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.85,0.15,0.45,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.85,0.15,0.46,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.85,0.15,0.47,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.85,0.15,0.48,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.85,0.15,0.49,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.85,0.15,0.5,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.85,0.15,0.51,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.85,0.15,0.52,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.85,0.15,0.53,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.85,0.15,0.54,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.85,0.15,0.55,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.85,0.15,0.56,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.85,0.15,0.57,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.85,0.15,0.58,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.85,0.15,0.59,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.85,0.15,0.6,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.85,0.15,0.61,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.85,0.15,0.62,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.85,0.15,0.63,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.85,0.15,0.64,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.85,0.15,0.65,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.85,0.15,0.66,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.85,0.15,0.67,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.85,0.15,0.68,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.85,0.15,0.69,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.85,0.15,0.7,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.3,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.31,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.32,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.33,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.34,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.35,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.36,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.37,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.38,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.39,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.4,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.41,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.42,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.43,0.7812,75.76,80.65,81.82,6,8
Tier5_plus_Tier3,0.9,0.1,0.44,0.7937,75.76,83.33,83.12,5,8
Tier5_plus_Tier3,0.9,0.1,0.45,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.9,0.1,0.46,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.9,0.1,0.47,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.9,0.1,0.48,0.8475,75.76,96.15,88.31,1,8
Tier5_plus_Tier3,0.9,0.1,0.49,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.9,0.1,0.5,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.9,0.1,0.51,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.9,0.1,0.52,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.9,0.1,0.53,0.8621,75.76,100.0,89.61,0,8
Tier5_plus_Tier3,0.9,0.1,0.54,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.9,0.1,0.55,0.8421,72.73,100.0,88.31,0,9
Tier5_plus_Tier3,0.9,0.1,0.56,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.9,0.1,0.57,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.9,0.1,0.58,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.9,0.1,0.59,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.9,0.1,0.6,0.8214,69.7,100.0,87.01,0,10
Tier5_plus_Tier3,0.9,0.1,0.61,0.8,66.67,100.0,85.71,0,11
Tier5_plus_Tier3,0.9,0.1,0.62,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.63,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.64,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.65,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.66,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.67,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.68,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.69,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_Tier3,0.9,0.1,0.7,0.7778,63.64,100.0,84.42,0,12
Tier5_plus_DistilledTier3,0.1,0.9,0.3,0.7619,96.97,62.75,74.03,19,1
Tier5_plus_DistilledTier3,0.1,0.9,0.31,0.7619,96.97,62.75,74.03,19,1
Tier5_plus_DistilledTier3,0.1,0.9,0.32,0.7619,96.97,62.75,74.03,19,1
Tier5_plus_DistilledTier3,0.1,0.9,0.33,0.7711,96.97,64.0,75.32,18,1
Tier5_plus_DistilledTier3,0.1,0.9,0.34,0.7711,96.97,64.0,75.32,18,1
Tier5_plus_DistilledTier3,0.1,0.9,0.35,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.36,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.37,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.38,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.39,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.4,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.41,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.42,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.43,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.44,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.1,0.9,0.45,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.1,0.9,0.46,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.1,0.9,0.47,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.1,0.9,0.48,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.49,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.5,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.51,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.52,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.53,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.54,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.55,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.56,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.57,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.58,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.1,0.9,0.59,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.1,0.9,0.6,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.1,0.9,0.61,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.1,0.9,0.62,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.1,0.9,0.63,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.1,0.9,0.64,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.1,0.9,0.65,0.7532,87.88,65.91,75.32,15,4
Tier5_plus_DistilledTier3,0.1,0.9,0.66,0.7368,84.85,65.12,74.03,15,5
Tier5_plus_DistilledTier3,0.1,0.9,0.67,0.7368,84.85,65.12,74.03,15,5
Tier5_plus_DistilledTier3,0.1,0.9,0.68,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.1,0.9,0.69,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.1,0.9,0.7,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.15,0.85,0.3,0.7619,96.97,62.75,74.03,19,1
Tier5_plus_DistilledTier3,0.15,0.85,0.31,0.7619,96.97,62.75,74.03,19,1
Tier5_plus_DistilledTier3,0.15,0.85,0.32,0.7711,96.97,64.0,75.32,18,1
Tier5_plus_DistilledTier3,0.15,0.85,0.33,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.34,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.35,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.36,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.37,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.38,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.39,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.4,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.41,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.42,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.15,0.85,0.43,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.15,0.85,0.44,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.15,0.85,0.45,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.15,0.85,0.46,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.47,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.48,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.49,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.5,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.51,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.52,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.53,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.54,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.55,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.56,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.57,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.58,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.59,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.6,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.15,0.85,0.61,0.7532,87.88,65.91,75.32,15,4
Tier5_plus_DistilledTier3,0.15,0.85,0.62,0.7532,87.88,65.91,75.32,15,4
Tier5_plus_DistilledTier3,0.15,0.85,0.63,0.7368,84.85,65.12,74.03,15,5
Tier5_plus_DistilledTier3,0.15,0.85,0.64,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.15,0.85,0.65,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.15,0.85,0.66,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.15,0.85,0.67,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.15,0.85,0.68,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.15,0.85,0.69,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.15,0.85,0.7,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.2,0.8,0.3,0.7586,100.0,61.11,72.73,21,0
Tier5_plus_DistilledTier3,0.2,0.8,0.31,0.8049,100.0,67.35,79.22,16,0
Tier5_plus_DistilledTier3,0.2,0.8,0.32,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.2,0.8,0.33,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.2,0.8,0.34,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.2,0.8,0.35,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.2,0.8,0.36,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.2,0.8,0.37,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.2,0.8,0.38,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.2,0.8,0.39,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.2,0.8,0.4,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.2,0.8,0.41,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.2,0.8,0.42,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.2,0.8,0.43,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.2,0.8,0.44,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.2,0.8,0.45,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.46,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.47,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.48,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.49,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.5,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.51,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.52,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.53,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.54,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.55,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.56,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.57,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.2,0.8,0.58,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.2,0.8,0.59,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.2,0.8,0.6,0.7895,90.91,69.77,79.22,13,3
Tier5_plus_DistilledTier3,0.2,0.8,0.61,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.2,0.8,0.62,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.2,0.8,0.63,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.2,0.8,0.64,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.2,0.8,0.65,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.2,0.8,0.66,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.2,0.8,0.67,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.2,0.8,0.68,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.2,0.8,0.69,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.2,0.8,0.7,0.7568,84.85,68.29,76.62,13,5
Tier5_plus_DistilledTier3,0.25,0.75,0.3,0.7857,100.0,64.71,76.62,18,0
Tier5_plus_DistilledTier3,0.25,0.75,0.31,0.7857,100.0,64.71,76.62,18,0
Tier5_plus_DistilledTier3,0.25,0.75,0.32,0.8049,100.0,67.35,79.22,16,0
Tier5_plus_DistilledTier3,0.25,0.75,0.33,0.8049,100.0,67.35,79.22,16,0
Tier5_plus_DistilledTier3,0.25,0.75,0.34,0.8049,100.0,67.35,79.22,16,0
Tier5_plus_DistilledTier3,0.25,0.75,0.35,0.8049,100.0,67.35,79.22,16,0
Tier5_plus_DistilledTier3,0.25,0.75,0.36,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.25,0.75,0.37,0.7901,96.97,66.67,77.92,16,1
Tier5_plus_DistilledTier3,0.25,0.75,0.38,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.25,0.75,0.39,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.25,0.75,0.4,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.25,0.75,0.41,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.25,0.75,0.42,0.8,96.97,68.09,79.22,15,1
Tier5_plus_DistilledTier3,0.25,0.75,0.43,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.44,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.45,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.46,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.47,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.48,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.49,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.5,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.51,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.52,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.53,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.25,0.75,0.54,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.25,0.75,0.55,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.25,0.75,0.56,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.25,0.75,0.57,0.7895,90.91,69.77,79.22,13,3
Tier5_plus_DistilledTier3,0.25,0.75,0.58,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.25,0.75,0.59,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.25,0.75,0.6,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.25,0.75,0.61,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.25,0.75,0.62,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.25,0.75,0.63,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.25,0.75,0.64,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.25,0.75,0.65,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.25,0.75,0.66,0.7778,84.85,71.79,79.22,11,5
Tier5_plus_DistilledTier3,0.25,0.75,0.67,0.8,84.85,75.68,81.82,9,5
Tier5_plus_DistilledTier3,0.25,0.75,0.68,0.7826,81.82,75.0,80.52,9,6
Tier5_plus_DistilledTier3,0.25,0.75,0.69,0.7826,81.82,75.0,80.52,9,6
Tier5_plus_DistilledTier3,0.25,0.75,0.7,0.7826,81.82,75.0,80.52,9,6
Tier5_plus_DistilledTier3,0.3,0.7,0.3,0.7857,100.0,64.71,76.62,18,0
Tier5_plus_DistilledTier3,0.3,0.7,0.31,0.7857,100.0,64.71,76.62,18,0
Tier5_plus_DistilledTier3,0.3,0.7,0.32,0.7857,100.0,64.71,76.62,18,0
Tier5_plus_DistilledTier3,0.3,0.7,0.33,0.8049,100.0,67.35,79.22,16,0
Tier5_plus_DistilledTier3,0.3,0.7,0.34,0.8049,100.0,67.35,79.22,16,0
Tier5_plus_DistilledTier3,0.3,0.7,0.35,0.8148,100.0,68.75,80.52,15,0
Tier5_plus_DistilledTier3,0.3,0.7,0.36,0.8148,100.0,68.75,80.52,15,0
Tier5_plus_DistilledTier3,0.3,0.7,0.37,0.8148,100.0,68.75,80.52,15,0
Tier5_plus_DistilledTier3,0.3,0.7,0.38,0.8148,100.0,68.75,80.52,15,0
Tier5_plus_DistilledTier3,0.3,0.7,0.39,0.8148,100.0,68.75,80.52,15,0
Tier5_plus_DistilledTier3,0.3,0.7,0.4,0.8148,100.0,68.75,80.52,15,0
Tier5_plus_DistilledTier3,0.3,0.7,0.41,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.42,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.43,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.44,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.45,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.46,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.47,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.48,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.49,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.5,0.7848,93.94,67.39,77.92,15,2
Tier5_plus_DistilledTier3,0.3,0.7,0.51,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.3,0.7,0.52,0.7692,90.91,66.67,76.62,15,3
Tier5_plus_DistilledTier3,0.3,0.7,0.53,0.7895,90.91,69.77,79.22,13,3
Tier5_plus_DistilledTier3,0.3,0.7,0.54,0.7895,90.91,69.77,79.22,13,3
Tier5_plus_DistilledTier3,0.3,0.7,0.55,0.7895,90.91,69.77,79.22,13,3
Tier5_plus_DistilledTier3,0.3,0.7,0.56,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.3,0.7,0.57,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.3,0.7,0.58,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.3,0.7,0.59,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.3,0.7,0.6,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.3,0.7,0.61,0.7733,87.88,69.05,77.92,13,4
Tier5_plus_DistilledTier3,0.3,0.7,0.62,0.8169,87.88,76.32,83.12,9,4
