sequence,tier1,tier2,tier3,mode,pl1,ph1,pl2,ph2,tau3,pct_esc1,pct_esc2,f1,recall,precision,accuracy,fp,fn,eff_gpu_ms,eff_gpu_fps,eff_cpu_ms,eff_cpu_fps
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.75,0.55,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.75,0.6,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.75,0.65,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.85,0.55,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.85,0.6,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.85,0.65,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.95,0.55,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.95,0.6,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.01,0.95,0.65,42.86,32.47,0.9688,93.94,100.0,97.4,0,2,32.37,30.9,217.15,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.75,0.55,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.75,0.6,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.75,0.65,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.85,0.55,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.85,0.6,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.85,0.65,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.95,0.55,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.95,0.6,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.05,0.95,0.65,42.86,31.17,0.9688,93.94,100.0,97.4,0,2,32.21,31.0,216.87,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.75,0.55,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.75,0.6,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.75,0.65,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.85,0.55,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.85,0.6,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.85,0.65,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.95,0.55,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.95,0.6,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.15,0.95,0.65,42.86,23.38,0.9688,93.94,100.0,97.4,0,2,31.27,32.0,215.16,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.75,0.55,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.75,0.6,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.75,0.65,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.85,0.55,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.85,0.6,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.85,0.65,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.95,0.55,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.95,0.6,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.25,0.95,0.65,42.86,20.78,0.9688,93.94,100.0,97.4,0,2,30.95,32.3,214.59,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.75,0.55,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.75,0.6,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.75,0.65,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.85,0.55,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.85,0.6,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.85,0.65,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.95,0.55,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.95,0.6,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.5,0.35,0.95,0.65,42.86,18.18,0.9688,93.94,100.0,97.4,0,2,30.64,32.6,214.02,4.7
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.75,0.55,48.05,35.06,0.9688,93.94,100.0,97.4,0,2,32.9,30.4,218.49,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.75,0.6,48.05,35.06,0.9688,93.94,100.0,97.4,0,2,32.9,30.4,218.49,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.75,0.65,48.05,35.06,0.9688,93.94,100.0,97.4,0,2,32.9,30.4,218.49,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.85,0.55,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.85,0.6,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.85,0.65,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.95,0.55,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.95,0.6,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.95,0.65,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.75,0.55,48.05,33.77,0.9688,93.94,100.0,97.4,0,2,32.75,30.5,218.21,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.75,0.6,48.05,33.77,0.9688,93.94,100.0,97.4,0,2,32.75,30.5,218.21,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.75,0.65,48.05,33.77,0.9688,93.94,100.0,97.4,0,2,32.75,30.5,218.21,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.85,0.55,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.85,0.6,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.85,0.65,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.95,0.55,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.95,0.6,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.95,0.65,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.75,0.55,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.75,0.6,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.75,0.65,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.85,0.55,48.05,28.57,0.9688,93.94,100.0,97.4,0,2,32.12,31.1,217.07,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.85,0.6,48.05,28.57,0.9688,93.94,100.0,97.4,0,2,32.12,31.1,217.07,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.85,0.65,48.05,28.57,0.9688,93.94,100.0,97.4,0,2,32.12,31.1,217.07,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.95,0.55,48.05,28.57,0.9688,93.94,100.0,97.4,0,2,32.12,31.1,217.07,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.95,0.6,48.05,28.57,0.9688,93.94,100.0,97.4,0,2,32.12,31.1,217.07,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.95,0.65,48.05,28.57,0.9688,93.94,100.0,97.4,0,2,32.12,31.1,217.07,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.75,0.55,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.75,0.6,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.75,0.65,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.85,0.55,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.85,0.6,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.85,0.65,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.95,0.55,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.95,0.6,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.25,0.95,0.65,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.75,0.55,48.05,20.78,0.9688,93.94,100.0,97.4,0,2,31.17,32.1,215.37,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.75,0.6,48.05,20.78,0.9688,93.94,100.0,97.4,0,2,31.17,32.1,215.37,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.75,0.65,48.05,20.78,0.9688,93.94,100.0,97.4,0,2,31.17,32.1,215.37,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.85,0.55,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.85,0.6,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.85,0.65,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.95,0.55,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.95,0.6,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.35,0.95,0.65,48.05,23.38,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,215.93,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.75,0.55,48.05,35.06,0.9688,93.94,100.0,97.4,0,2,32.9,30.4,218.49,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.75,0.6,48.05,35.06,0.9688,93.94,100.0,97.4,0,2,32.9,30.4,218.49,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.75,0.65,48.05,35.06,0.9688,93.94,100.0,97.4,0,2,32.9,30.4,218.49,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.85,0.55,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.85,0.6,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.85,0.65,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.95,0.55,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.95,0.6,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.95,0.65,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,33.22,30.1,219.06,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.75,0.55,48.05,33.77,0.9688,93.94,100.0,97.4,0,2,32.75,30.5,218.21,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.75,0.6,48.05,33.77,0.9688,93.94,100.0,97.4,0,2,32.75,30.5,218.21,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.75,0.65,48.05,33.77,0.9688,93.94,100.0,97.4,0,2,32.75,30.5,218.21,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.85,0.55,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.85,0.6,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.85,0.65,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.95,0.55,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.95,0.6,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.95,0.65,48.05,36.36,0.9688,93.94,100.0,97.4,0,2,33.06,30.2,218.77,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.15,0.75,0.55,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.15,0.75,0.6,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
pc3d_tier5->stgcn->ctrgcn_tier_s,pc3d_tier5,stgcn,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.15,0.75,0.65,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,31.8,31.4,216.5,4.6
