sequence,tier1,tier2,tier3,mode,pl1,ph1,pl2,ph2,tau3,pct_esc1,pct_esc2,f1,recall,precision,accuracy,fp,fn,eff_gpu_ms,eff_gpu_fps,eff_cpu_ms,eff_cpu_fps
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.65,0.4,48.05,41.56,0.9688,93.94,100.0,97.4,0,2,32.88,30.4,223.12,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.75,0.4,48.05,42.86,0.9688,93.94,100.0,97.4,0,2,33.04,30.3,223.43,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.85,0.4,48.05,45.45,0.9688,93.94,100.0,97.4,0,2,33.36,30.0,224.06,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.01,0.95,0.4,48.05,45.45,0.9688,93.94,100.0,97.4,0,2,33.36,30.0,224.06,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.55,0.4,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,32.41,30.9,222.17,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.65,0.4,48.05,38.96,0.9688,93.94,100.0,97.4,0,2,32.57,30.7,222.49,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.75,0.4,48.05,40.26,0.9688,93.94,100.0,97.4,0,2,32.73,30.6,222.8,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.85,0.4,48.05,42.86,0.9688,93.94,100.0,97.4,0,2,33.04,30.3,223.43,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.05,0.95,0.4,48.05,42.86,0.9688,93.94,100.0,97.4,0,2,33.04,30.3,223.43,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.55,0.4,48.05,24.68,0.9688,93.94,100.0,97.4,0,2,30.83,32.4,219.01,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.65,0.4,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,30.98,32.3,219.33,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.75,0.4,48.05,27.27,0.9688,93.94,100.0,97.4,0,2,31.14,32.1,219.65,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.85,0.4,48.05,29.87,0.9688,93.94,100.0,97.4,0,2,31.46,31.8,220.28,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.6,0.15,0.95,0.4,48.05,29.87,0.9688,93.94,100.0,97.4,0,2,31.46,31.8,220.28,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.55,0.4,48.05,40.26,0.9688,93.94,100.0,97.4,0,2,32.73,30.6,222.8,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.65,0.4,48.05,41.56,0.9688,93.94,100.0,97.4,0,2,32.88,30.4,223.12,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.75,0.4,48.05,42.86,0.9688,93.94,100.0,97.4,0,2,33.04,30.3,223.43,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.85,0.4,48.05,45.45,0.9688,93.94,100.0,97.4,0,2,33.36,30.0,224.06,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.01,0.95,0.4,48.05,45.45,0.9688,93.94,100.0,97.4,0,2,33.36,30.0,224.06,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.55,0.4,48.05,37.66,0.9688,93.94,100.0,97.4,0,2,32.41,30.9,222.17,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.65,0.4,48.05,38.96,0.9688,93.94,100.0,97.4,0,2,32.57,30.7,222.49,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.75,0.4,48.05,40.26,0.9688,93.94,100.0,97.4,0,2,32.73,30.6,222.8,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.85,0.4,48.05,42.86,0.9688,93.94,100.0,97.4,0,2,33.04,30.3,223.43,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.05,0.95,0.4,48.05,42.86,0.9688,93.94,100.0,97.4,0,2,33.04,30.3,223.43,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.15,0.55,0.4,48.05,24.68,0.9688,93.94,100.0,97.4,0,2,30.83,32.4,219.01,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.15,0.65,0.4,48.05,25.97,0.9688,93.94,100.0,97.4,0,2,30.98,32.3,219.33,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.15,0.75,0.4,48.05,27.27,0.9688,93.94,100.0,97.4,0,2,31.14,32.1,219.65,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.15,0.85,0.4,48.05,29.87,0.9688,93.94,100.0,97.4,0,2,31.46,31.8,220.28,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.7,0.15,0.95,0.4,48.05,29.87,0.9688,93.94,100.0,97.4,0,2,31.46,31.8,220.28,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.01,0.55,0.4,53.25,40.26,0.9688,93.94,100.0,97.4,0,2,32.86,30.4,223.81,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.01,0.65,0.4,53.25,41.56,0.9688,93.94,100.0,97.4,0,2,33.02,30.3,224.13,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.01,0.75,0.4,53.25,46.75,0.9688,93.94,100.0,97.4,0,2,33.65,29.7,225.39,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.01,0.85,0.4,53.25,50.65,0.9688,93.94,100.0,97.4,0,2,34.12,29.3,226.34,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.01,0.95,0.4,53.25,50.65,0.9688,93.94,100.0,97.4,0,2,34.12,29.3,226.34,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.05,0.55,0.4,53.25,37.66,0.9688,93.94,100.0,97.4,0,2,32.54,30.7,223.18,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.05,0.65,0.4,53.25,38.96,0.9688,93.94,100.0,97.4,0,2,32.7,30.6,223.5,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.05,0.75,0.4,53.25,44.16,0.9688,93.94,100.0,97.4,0,2,33.33,30.0,224.76,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.05,0.85,0.4,53.25,48.05,0.9688,93.94,100.0,97.4,0,2,33.81,29.6,225.71,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.05,0.95,0.4,53.25,48.05,0.9688,93.94,100.0,97.4,0,2,33.81,29.6,225.71,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.15,0.55,0.4,53.25,24.68,0.9688,93.94,100.0,97.4,0,2,30.96,32.3,220.02,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.15,0.65,0.4,53.25,25.97,0.9688,93.94,100.0,97.4,0,2,31.11,32.1,220.34,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.15,0.75,0.4,53.25,31.17,0.9688,93.94,100.0,97.4,0,2,31.75,31.5,221.6,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.15,0.85,0.4,53.25,35.06,0.9688,93.94,100.0,97.4,0,2,32.22,31.0,222.55,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.85,0.15,0.95,0.4,53.25,35.06,0.9688,93.94,100.0,97.4,0,2,32.22,31.0,222.55,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.01,0.55,0.4,57.14,40.26,0.9688,93.94,100.0,97.4,0,2,32.96,30.3,224.57,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.01,0.65,0.4,57.14,41.56,0.9688,93.94,100.0,97.4,0,2,33.11,30.2,224.89,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.01,0.75,0.4,57.14,46.75,0.9688,93.94,100.0,97.4,0,2,33.75,29.6,226.15,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.01,0.85,0.4,57.14,50.65,0.9688,93.94,100.0,97.4,0,2,34.22,29.2,227.1,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.01,0.95,0.4,57.14,53.25,0.9688,93.94,100.0,97.4,0,2,34.54,29.0,227.73,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.05,0.55,0.4,57.14,37.66,0.9688,93.94,100.0,97.4,0,2,32.64,30.6,223.94,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.05,0.65,0.4,57.14,38.96,0.9688,93.94,100.0,97.4,0,2,32.8,30.5,224.25,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.05,0.75,0.4,57.14,44.16,0.9688,93.94,100.0,97.4,0,2,33.43,29.9,225.52,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.05,0.85,0.4,57.14,48.05,0.9688,93.94,100.0,97.4,0,2,33.91,29.5,226.46,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.05,0.95,0.4,57.14,50.65,0.9688,93.94,100.0,97.4,0,2,34.22,29.2,227.1,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.15,0.55,0.4,57.14,24.68,0.9688,93.94,100.0,97.4,0,2,31.05,32.2,220.78,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.15,0.65,0.4,57.14,25.97,0.9688,93.94,100.0,97.4,0,2,31.21,32.0,221.1,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.15,0.75,0.4,57.14,31.17,0.9688,93.94,100.0,97.4,0,2,31.85,31.4,222.36,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.15,0.85,0.4,57.14,35.06,0.9688,93.94,100.0,97.4,0,2,32.32,30.9,223.31,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.95,0.15,0.95,0.4,57.14,37.66,0.9688,93.94,100.0,97.4,0,2,32.64,30.6,223.94,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.01,0.55,0.4,68.83,40.26,0.9688,93.94,100.0,97.4,0,2,33.25,30.1,226.84,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.01,0.65,0.4,68.83,41.56,0.9688,93.94,100.0,97.4,0,2,33.41,29.9,227.16,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.01,0.75,0.4,68.83,46.75,0.9688,93.94,100.0,97.4,0,2,34.04,29.4,228.42,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.01,0.85,0.4,68.83,53.25,0.9688,93.94,100.0,97.4,0,2,34.83,28.7,230.0,4.3
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.01,0.95,0.4,68.83,58.44,0.9688,93.94,100.0,97.4,0,2,35.47,28.2,231.26,4.3
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.05,0.55,0.4,68.83,37.66,0.9688,93.94,100.0,97.4,0,2,32.93,30.4,226.21,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.05,0.65,0.4,68.83,38.96,0.9688,93.94,100.0,97.4,0,2,33.09,30.2,226.53,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.05,0.75,0.4,68.83,44.16,0.9688,93.94,100.0,97.4,0,2,33.73,29.7,227.79,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.05,0.85,0.4,68.83,50.65,0.9688,93.94,100.0,97.4,0,2,34.52,29.0,229.37,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.05,0.95,0.4,68.83,55.84,0.9688,93.94,100.0,97.4,0,2,35.15,28.4,230.63,4.3
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.15,0.55,0.4,68.83,24.68,0.9688,93.94,100.0,97.4,0,2,31.35,31.9,223.06,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.15,0.65,0.4,68.83,25.97,0.9688,93.94,100.0,97.4,0,2,31.51,31.7,223.37,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.15,0.75,0.4,68.83,31.17,0.9688,93.94,100.0,97.4,0,2,32.14,31.1,224.63,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.15,0.85,0.4,68.83,37.66,0.9688,93.94,100.0,97.4,0,2,32.93,30.4,226.21,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.001,0.99,0.15,0.95,0.4,68.83,42.86,0.9688,93.94,100.0,97.4,0,2,33.57,29.8,227.48,4.4
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.01,0.55,0.4,36.36,36.36,0.9688,93.94,100.0,97.4,0,2,31.96,31.3,219.58,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.01,0.65,0.4,36.36,36.36,0.9688,93.94,100.0,97.4,0,2,31.96,31.3,219.58,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.01,0.75,0.4,36.36,36.36,0.9688,93.94,100.0,97.4,0,2,31.96,31.3,219.58,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.01,0.85,0.4,36.36,36.36,0.9688,93.94,100.0,97.4,0,2,31.96,31.3,219.58,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.01,0.95,0.4,36.36,36.36,0.9688,93.94,100.0,97.4,0,2,31.96,31.3,219.58,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.05,0.55,0.4,36.36,33.77,0.9688,93.94,100.0,97.4,0,2,31.64,31.6,218.95,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.05,0.65,0.4,36.36,33.77,0.9688,93.94,100.0,97.4,0,2,31.64,31.6,218.95,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.05,0.75,0.4,36.36,33.77,0.9688,93.94,100.0,97.4,0,2,31.64,31.6,218.95,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.05,0.85,0.4,36.36,33.77,0.9688,93.94,100.0,97.4,0,2,31.64,31.6,218.95,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.05,0.95,0.4,36.36,33.77,0.9688,93.94,100.0,97.4,0,2,31.64,31.6,218.95,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.15,0.55,0.4,36.36,20.78,0.9688,93.94,100.0,97.4,0,2,30.06,33.3,215.79,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.15,0.65,0.4,36.36,20.78,0.9688,93.94,100.0,97.4,0,2,30.06,33.3,215.79,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.15,0.75,0.4,36.36,20.78,0.9688,93.94,100.0,97.4,0,2,30.06,33.3,215.79,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.15,0.85,0.4,36.36,20.78,0.9688,93.94,100.0,97.4,0,2,30.06,33.3,215.79,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.5,0.15,0.95,0.4,36.36,20.78,0.9688,93.94,100.0,97.4,0,2,30.06,33.3,215.79,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.01,0.55,0.4,41.56,36.36,0.9688,93.94,100.0,97.4,0,2,32.09,31.2,220.59,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.01,0.65,0.4,41.56,37.66,0.9688,93.94,100.0,97.4,0,2,32.25,31.0,220.91,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.01,0.75,0.4,41.56,38.96,0.9688,93.94,100.0,97.4,0,2,32.4,30.9,221.22,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.01,0.85,0.4,41.56,41.56,0.9688,93.94,100.0,97.4,0,2,32.72,30.6,221.85,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.01,0.95,0.4,41.56,41.56,0.9688,93.94,100.0,97.4,0,2,32.72,30.6,221.85,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.05,0.55,0.4,41.56,33.77,0.9688,93.94,100.0,97.4,0,2,31.77,31.5,219.96,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.05,0.65,0.4,41.56,35.06,0.9688,93.94,100.0,97.4,0,2,31.93,31.3,220.28,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.05,0.75,0.4,41.56,36.36,0.9688,93.94,100.0,97.4,0,2,32.09,31.2,220.59,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.05,0.85,0.4,41.56,38.96,0.9688,93.94,100.0,97.4,0,2,32.4,30.9,221.22,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.05,0.95,0.4,41.56,38.96,0.9688,93.94,100.0,97.4,0,2,32.4,30.9,221.22,4.5
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.15,0.55,0.4,41.56,20.78,0.9688,93.94,100.0,97.4,0,2,30.19,33.1,216.8,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.15,0.65,0.4,41.56,22.08,0.9688,93.94,100.0,97.4,0,2,30.34,33.0,217.12,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.15,0.75,0.4,41.56,23.38,0.9688,93.94,100.0,97.4,0,2,30.5,32.8,217.43,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.15,0.85,0.4,41.56,25.97,0.9688,93.94,100.0,97.4,0,2,30.82,32.4,218.07,4.6
pc3d_tier5->pc3d_tier3->ctrgcn_tier_s,pc3d_tier5,pc3d_tier3,ctrgcn_tier_s,cumulative_vote,0.01,0.6,0.15,0.95,0.4,41.56,25.97,0.9688,93.94,100.0,97.4,0,2,30.82,32.4,218.07,4.6
