edge_screener,server_committee,p_low,p_high,pct_esc,f1_score,recall,precision,accuracy,fp,fn,eff_tot_gpu_ms,eff_fps_gpu,eff_tot_cpu_ms,eff_fps_cpu
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.85,11.69,0.9296,100.0,86.84,93.51,5,0,31.78,31.5,177.98,5.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.9,14.29,0.9296,100.0,86.84,93.51,5,0,32.68,30.6,181.21,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.95,15.58,0.9296,100.0,86.84,93.51,5,0,33.12,30.2,182.82,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.98,23.38,0.9429,100.0,89.19,94.81,4,0,35.81,27.9,192.5,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.99,28.57,0.9429,100.0,89.19,94.81,4,0,37.59,26.6,198.96,5.0
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.2,0.999,44.16,1.0,100.0,100.0,100.0,0,0,42.96,23.3,218.32,4.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,29.54,33.8,169.92,5.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,29.54,33.8,169.92,5.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.7,7.79,0.9167,100.0,84.62,92.21,6,0,30.44,32.9,173.14,5.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.8,10.39,0.9296,100.0,86.84,93.51,5,0,31.33,31.9,176.37,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.85,11.69,0.9296,100.0,86.84,93.51,5,0,31.78,31.5,177.98,5.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.9,14.29,0.9296,100.0,86.84,93.51,5,0,32.68,30.6,181.21,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.95,15.58,0.9296,100.0,86.84,93.51,5,0,33.12,30.2,182.82,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.98,23.38,0.9429,100.0,89.19,94.81,4,0,35.81,27.9,192.5,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.99,28.57,0.9429,100.0,89.19,94.81,4,0,37.59,26.6,198.96,5.0
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.25,0.999,44.16,1.0,100.0,100.0,100.0,0,0,42.96,23.3,218.32,4.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.5,3.9,0.9167,100.0,84.62,92.21,6,0,29.1,34.4,168.3,5.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.6,3.9,0.9167,100.0,84.62,92.21,6,0,29.1,34.4,168.3,5.9
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.7,6.49,0.9167,100.0,84.62,92.21,6,0,29.99,33.3,171.53,5.8
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.8,9.09,0.9296,100.0,86.84,93.51,5,0,30.89,32.4,174.76,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.85,10.39,0.9296,100.0,86.84,93.51,5,0,31.33,31.9,176.37,5.7
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.9,12.99,0.9296,100.0,86.84,93.51,5,0,32.23,31.0,179.6,5.6
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.95,14.29,0.9296,100.0,86.84,93.51,5,0,32.68,30.6,181.21,5.5
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.98,22.08,0.9429,100.0,89.19,94.81,4,0,35.36,28.3,190.89,5.2
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.99,27.27,0.9429,100.0,89.19,94.81,4,0,37.15,26.9,197.34,5.1
ST-GCN Baseline,Champion m=4 (ST+CTR+TierS+T3),0.3,0.999,42.86,1.0,100.0,100.0,100.0,0,0,42.51,23.5,216.7,4.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.5,19.48,0.9167,100.0,84.62,92.21,6,0,29.27,34.2,176.99,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.6,19.48,0.9167,100.0,84.62,92.21,6,0,29.27,34.2,176.99,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.7,22.08,0.9014,96.97,84.21,90.91,6,1,29.47,33.9,178.8,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.8,24.68,0.9143,96.97,86.49,92.21,5,1,29.68,33.7,180.6,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.85,25.97,0.9143,96.97,86.49,92.21,5,1,29.78,33.6,181.5,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.9,28.57,0.9143,96.97,86.49,92.21,5,1,29.98,33.4,183.31,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.95,29.87,0.9143,96.97,86.49,92.21,5,1,30.08,33.2,184.21,5.4
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.98,37.66,0.9275,96.97,88.89,93.51,4,1,30.69,32.6,189.62,5.3
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.99,42.86,0.9275,96.97,88.89,93.51,4,1,31.09,32.2,193.23,5.2
ST-GCN Baseline,Champion m=2 (ST+T3),0.001,0.999,58.44,0.9846,96.97,100.0,98.7,0,1,32.3,31.0,204.05,4.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.5,16.88,0.9167,100.0,84.62,92.21,6,0,29.07,34.4,175.19,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.6,16.88,0.9167,100.0,84.62,92.21,6,0,29.07,34.4,175.19,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.7,19.48,0.9014,96.97,84.21,90.91,6,1,29.27,34.2,176.99,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.8,22.08,0.9143,96.97,86.49,92.21,5,1,29.47,33.9,178.8,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.85,23.38,0.9143,96.97,86.49,92.21,5,1,29.58,33.8,179.7,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.9,25.97,0.9143,96.97,86.49,92.21,5,1,29.78,33.6,181.5,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.95,27.27,0.9143,96.97,86.49,92.21,5,1,29.88,33.5,182.4,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.98,35.06,0.9275,96.97,88.89,93.51,4,1,30.48,32.8,187.82,5.3
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.99,40.26,0.9275,96.97,88.89,93.51,4,1,30.89,32.4,191.42,5.2
ST-GCN Baseline,Champion m=2 (ST+T3),0.005,0.999,55.84,0.9846,96.97,100.0,98.7,0,1,32.1,31.2,202.25,4.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.5,14.29,0.9167,100.0,84.62,92.21,6,0,28.87,34.6,173.39,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.6,14.29,0.9167,100.0,84.62,92.21,6,0,28.87,34.6,173.39,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.7,16.88,0.9014,96.97,84.21,90.91,6,1,29.07,34.4,175.19,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.8,19.48,0.9143,96.97,86.49,92.21,5,1,29.27,34.2,176.99,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.85,20.78,0.9143,96.97,86.49,92.21,5,1,29.37,34.0,177.89,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.9,23.38,0.9143,96.97,86.49,92.21,5,1,29.58,33.8,179.7,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.95,24.68,0.9143,96.97,86.49,92.21,5,1,29.68,33.7,180.6,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.98,32.47,0.9275,96.97,88.89,93.51,4,1,30.28,33.0,186.01,5.4
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.99,37.66,0.9275,96.97,88.89,93.51,4,1,30.69,32.6,189.62,5.3
ST-GCN Baseline,Champion m=2 (ST+T3),0.01,0.999,53.25,0.9846,96.97,100.0,98.7,0,1,31.9,31.3,200.44,5.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.5,10.39,0.9167,100.0,84.62,92.21,6,0,28.56,35.0,170.68,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.6,10.39,0.9167,100.0,84.62,92.21,6,0,28.56,35.0,170.68,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.7,12.99,0.9014,96.97,84.21,90.91,6,1,28.77,34.8,172.48,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.8,15.58,0.9143,96.97,86.49,92.21,5,1,28.97,34.5,174.29,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.85,16.88,0.9143,96.97,86.49,92.21,5,1,29.07,34.4,175.19,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.9,19.48,0.9143,96.97,86.49,92.21,5,1,29.27,34.2,176.99,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.95,20.78,0.9143,96.97,86.49,92.21,5,1,29.37,34.0,177.89,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.98,28.57,0.9275,96.97,88.89,93.51,4,1,29.98,33.4,183.31,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.99,33.77,0.9275,96.97,88.89,93.51,4,1,30.38,32.9,186.91,5.4
ST-GCN Baseline,Champion m=2 (ST+T3),0.02,0.999,49.35,0.9846,96.97,100.0,98.7,0,1,31.6,31.6,197.74,5.1
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.5,9.09,0.9167,100.0,84.62,92.21,6,0,28.46,35.1,169.78,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.6,9.09,0.9167,100.0,84.62,92.21,6,0,28.46,35.1,169.78,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.7,11.69,0.9014,96.97,84.21,90.91,6,1,28.67,34.9,171.58,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.8,14.29,0.9143,96.97,86.49,92.21,5,1,28.87,34.6,173.39,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.85,15.58,0.9143,96.97,86.49,92.21,5,1,28.97,34.5,174.29,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.9,18.18,0.9143,96.97,86.49,92.21,5,1,29.17,34.3,176.09,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.95,19.48,0.9143,96.97,86.49,92.21,5,1,29.27,34.2,176.99,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.98,27.27,0.9275,96.97,88.89,93.51,4,1,29.88,33.5,182.4,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.99,32.47,0.9275,96.97,88.89,93.51,4,1,30.28,33.0,186.01,5.4
ST-GCN Baseline,Champion m=2 (ST+T3),0.05,0.999,48.05,0.9846,96.97,100.0,98.7,0,1,31.5,31.8,196.83,5.1
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.5,6.49,0.9167,100.0,84.62,92.21,6,0,28.26,35.4,167.97,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.6,6.49,0.9167,100.0,84.62,92.21,6,0,28.26,35.4,167.97,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.7,9.09,0.9014,96.97,84.21,90.91,6,1,28.46,35.1,169.78,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.8,11.69,0.9143,96.97,86.49,92.21,5,1,28.67,34.9,171.58,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.85,12.99,0.9143,96.97,86.49,92.21,5,1,28.77,34.8,172.48,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.9,15.58,0.9143,96.97,86.49,92.21,5,1,28.97,34.5,174.29,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.95,16.88,0.9143,96.97,86.49,92.21,5,1,29.07,34.4,175.19,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.98,24.68,0.9275,96.97,88.89,93.51,4,1,29.68,33.7,180.6,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.99,29.87,0.9275,96.97,88.89,93.51,4,1,30.08,33.2,184.21,5.4
ST-GCN Baseline,Champion m=2 (ST+T3),0.1,0.999,45.45,0.9846,96.97,100.0,98.7,0,1,31.29,32.0,195.03,5.1
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,28.16,35.5,167.07,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,28.16,35.5,167.07,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.7,7.79,0.9014,96.97,84.21,90.91,6,1,28.36,35.3,168.88,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.8,10.39,0.9143,96.97,86.49,92.21,5,1,28.56,35.0,170.68,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.85,11.69,0.9143,96.97,86.49,92.21,5,1,28.67,34.9,171.58,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.9,14.29,0.9143,96.97,86.49,92.21,5,1,28.87,34.6,173.39,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.95,15.58,0.9143,96.97,86.49,92.21,5,1,28.97,34.5,174.29,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.98,23.38,0.9275,96.97,88.89,93.51,4,1,29.58,33.8,179.7,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.99,28.57,0.9275,96.97,88.89,93.51,4,1,29.98,33.4,183.31,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.15,0.999,44.16,0.9846,96.97,100.0,98.7,0,1,31.19,32.1,194.13,5.2
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,28.16,35.5,167.07,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,28.16,35.5,167.07,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.7,7.79,0.9014,96.97,84.21,90.91,6,1,28.36,35.3,168.88,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.8,10.39,0.9143,96.97,86.49,92.21,5,1,28.56,35.0,170.68,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.85,11.69,0.9143,96.97,86.49,92.21,5,1,28.67,34.9,171.58,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.9,14.29,0.9143,96.97,86.49,92.21,5,1,28.87,34.6,173.39,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.95,15.58,0.9143,96.97,86.49,92.21,5,1,28.97,34.5,174.29,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.98,23.38,0.9275,96.97,88.89,93.51,4,1,29.58,33.8,179.7,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.99,28.57,0.9275,96.97,88.89,93.51,4,1,29.98,33.4,183.31,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.2,0.999,44.16,0.9846,96.97,100.0,98.7,0,1,31.19,32.1,194.13,5.2
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.5,5.19,0.9167,100.0,84.62,92.21,6,0,28.16,35.5,167.07,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.6,5.19,0.9167,100.0,84.62,92.21,6,0,28.16,35.5,167.07,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.7,7.79,0.9014,96.97,84.21,90.91,6,1,28.36,35.3,168.88,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.8,10.39,0.9143,96.97,86.49,92.21,5,1,28.56,35.0,170.68,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.85,11.69,0.9143,96.97,86.49,92.21,5,1,28.67,34.9,171.58,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.9,14.29,0.9143,96.97,86.49,92.21,5,1,28.87,34.6,173.39,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.95,15.58,0.9143,96.97,86.49,92.21,5,1,28.97,34.5,174.29,5.7
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.98,23.38,0.9275,96.97,88.89,93.51,4,1,29.58,33.8,179.7,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.99,28.57,0.9275,96.97,88.89,93.51,4,1,29.98,33.4,183.31,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.25,0.999,44.16,0.9846,96.97,100.0,98.7,0,1,31.19,32.1,194.13,5.2
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.5,3.9,0.9167,100.0,84.62,92.21,6,0,28.06,35.6,166.17,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.6,3.9,0.9167,100.0,84.62,92.21,6,0,28.06,35.6,166.17,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.7,6.49,0.9014,96.97,84.21,90.91,6,1,28.26,35.4,167.97,6.0
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.8,9.09,0.9143,96.97,86.49,92.21,5,1,28.46,35.1,169.78,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.85,10.39,0.9143,96.97,86.49,92.21,5,1,28.56,35.0,170.68,5.9
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.9,12.99,0.9143,96.97,86.49,92.21,5,1,28.77,34.8,172.48,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.95,14.29,0.9143,96.97,86.49,92.21,5,1,28.87,34.6,173.39,5.8
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.98,22.08,0.9275,96.97,88.89,93.51,4,1,29.47,33.9,178.8,5.6
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.99,27.27,0.9275,96.97,88.89,93.51,4,1,29.88,33.5,182.4,5.5
ST-GCN Baseline,Champion m=2 (ST+T3),0.3,0.999,42.86,0.9846,96.97,100.0,98.7,0,1,31.09,32.2,193.23,5.2
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.5,15.58,0.9375,90.91,96.77,94.81,1,3,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.6,15.58,0.9375,90.91,96.77,94.81,1,3,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.7,15.58,0.9375,90.91,96.77,94.81,1,3,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.8,15.58,0.9375,90.91,96.77,94.81,1,3,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.85,16.88,0.9524,90.91,100.0,96.1,0,3,39.25,25.5,189.82,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.9,16.88,0.9524,90.91,100.0,96.1,0,3,39.25,25.5,189.82,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.95,19.48,0.9524,90.91,100.0,96.1,0,3,39.8,25.1,192.43,5.2
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.98,23.38,0.9524,90.91,100.0,96.1,0,3,40.62,24.6,196.34,5.1
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.99,23.38,0.9524,90.91,100.0,96.1,0,3,40.62,24.6,196.34,5.1
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.001,0.999,29.87,0.9524,90.91,100.0,96.1,0,3,41.99,23.8,202.85,4.9
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.5,11.69,0.9206,87.88,96.67,93.51,1,4,38.15,26.2,184.61,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.6,11.69,0.9206,87.88,96.67,93.51,1,4,38.15,26.2,184.61,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.7,11.69,0.9206,87.88,96.67,93.51,1,4,38.15,26.2,184.61,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.8,11.69,0.9206,87.88,96.67,93.51,1,4,38.15,26.2,184.61,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.85,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.9,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.95,15.58,0.9355,87.88,100.0,94.81,0,4,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.98,19.48,0.9355,87.88,100.0,94.81,0,4,39.8,25.1,192.43,5.2
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.99,19.48,0.9355,87.88,100.0,94.81,0,4,39.8,25.1,192.43,5.2
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.005,0.999,25.97,0.9355,87.88,100.0,94.81,0,4,41.17,24.3,198.94,5.0
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.5,9.09,0.9206,87.88,96.67,93.51,1,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.6,9.09,0.9206,87.88,96.67,93.51,1,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.7,9.09,0.9206,87.88,96.67,93.51,1,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.8,9.09,0.9206,87.88,96.67,93.51,1,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.85,10.39,0.9355,87.88,100.0,94.81,0,4,37.88,26.4,183.31,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.9,10.39,0.9355,87.88,100.0,94.81,0,4,37.88,26.4,183.31,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.95,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.98,16.88,0.9355,87.88,100.0,94.81,0,4,39.25,25.5,189.82,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.99,16.88,0.9355,87.88,100.0,94.81,0,4,39.25,25.5,189.82,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.01,0.999,23.38,0.9355,87.88,100.0,94.81,0,4,40.62,24.6,196.34,5.1
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.5,7.79,0.9206,87.88,96.67,93.51,1,4,37.33,26.8,180.7,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.6,7.79,0.9206,87.88,96.67,93.51,1,4,37.33,26.8,180.7,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.7,7.79,0.9206,87.88,96.67,93.51,1,4,37.33,26.8,180.7,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.8,7.79,0.9206,87.88,96.67,93.51,1,4,37.33,26.8,180.7,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.85,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.9,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.95,11.69,0.9355,87.88,100.0,94.81,0,4,38.15,26.2,184.61,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.98,15.58,0.9355,87.88,100.0,94.81,0,4,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.99,15.58,0.9355,87.88,100.0,94.81,0,4,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.02,0.999,22.08,0.9355,87.88,100.0,94.81,0,4,40.35,24.8,195.03,5.1
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.5,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.6,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.7,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.8,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.85,6.49,0.9355,87.88,100.0,94.81,0,4,37.05,27.0,179.4,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.9,6.49,0.9355,87.88,100.0,94.81,0,4,37.05,27.0,179.4,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.95,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.98,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.99,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.05,0.999,19.48,0.9355,87.88,100.0,94.81,0,4,39.8,25.1,192.43,5.2
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.5,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.6,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.7,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.8,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.85,6.49,0.9355,87.88,100.0,94.81,0,4,37.05,27.0,179.4,5.6
